iata,beach,mountain,culture,business,adventure,nightlife,food,nature,budget,luxury
GKA,1,0,0,0,0,0,1,1,0,0
MAG,1,0,0,0,0,0,1,1,0,0
HGU,1,0,0,0,0,0,1,1,0,0
LAE,1,0,0,0,0,0,1,1,0,0
POM,1,0,1,1,0,1,1,1,0,0
WWK,1,0,1,1,0,1,1,1,0,0
UAK,0,0,1,0,1,0,0,1,0,0
GOH,0,0,1,0,1,0,0,1,0,0
SFJ,0,0,1,0,1,0,0,1,0,0
THU,0,0,1,0,1,0,0,1,0,0
AEY,1,0,1,0,1,0,0,1,0,0
EGS,1,0,1,0,1,0,0,1,0,0
HFN,1,0,1,0,1,0,0,1,0,0
HZK,1,0,1,0,1,0,0,1,0,0
IFJ,1,0,1,0,1,0,0,1,0,0
KEF,1,0,1,1,1,1,1,1,0,0
PFJ,1,0,1,0,1,0,0,1,0,0
RKV,1,0,1,0,1,0,0,1,0,0
SIJ,1,0,1,0,1,0,0,1,0,0
VEY,1,0,1,0,1,0,0,1,0,0
YAM,0,0,0,0,1,0,0,1,1,0
YAY,0,0,0,0,1,0,0,1,1,0
YAZ,1,0,0,0,0,0,0,0,0,0
YBB,1,0,1,0,1,0,0,1,0,0
YBC,0,0,0,0,1,0,0,1,1,0
YBG,0,0,0,0,1,0,0,1,1,0
YBK,0,0,1,0,1,0,0,1,0,0
YBL,0,0,0,0,1,0,0,1,1,0
YBR,0,0,0,0,1,0,0,1,1,0
YCB,1,0,1,0,1,0,0,1,0,0
YCD,0,0,0,0,1,0,0,1,1,0
YCG,0,0,0,0,1,0,0,1,1,0
YCH,0,0,0,0,1,0,0,1,1,0
YCL,0,0,0,0,1,0,0,1,1,0
YCO,0,0,1,0,1,0,0,1,0,0
YCT,0,0,0,0,1,0,0,1,1,0
YCW,0,0,0,0,1,0,0,1,1,0
YCY,0,0,1,0,1,0,0,1,0,0
YZS,0,0,1,0,1,0,0,1,0,0
YDA,0,0,1,1,1,1,1,1,0,0
YDB,0,0,1,0,1,0,0,1,0,0
YDF,0,0,0,0,1,0,0,1,1,0
YDL,0,0,0,0,1,0,0,1,1,0
YDN,0,0,0,0,1,0,0,1,1,0
YDQ,0,0,0,0,1,0,0,1,1,0
YEG,0,1,1,1,0,1,1,0,0,0
YEK,0,0,1,0,1,0,0,1,0,0
YEN,0,0,0,0,1,0,0,1,1,0
YET,0,0,0,0,1,0,0,1,1,0
YEU,0,0,1,0,1,0,0,1,0,0
YEV,0,0,1,0,1,0,0,1,0,0
YFB,0,0,1,0,1,0,0,1,0,0
YFC,0,0,0,0,1,0,0,1,1,0
YFE,0,0,0,0,0,0,0,1,0,0
YFO,0,0,0,0,1,0,0,1,1,0
YFR,0,0,1,0,1,0,0,1,0,0
YFS,0,0,1,0,1,0,0,1,0,0
YGK,0,0,0,0,1,0,0,1,1,0
YGL,0,0,0,0,1,0,0,1,1,0
YGP,0,0,0,0,1,0,0,1,1,0
YGQ,0,0,0,0,1,0,0,1,1,0
YGR,0,0,0,0,1,0,0,1,1,0
YHB,1,0,0,0,0,0,0,0,0,0
YHD,0,0,0,0,1,0,0,1,1,0
YHI,1,0,1,0,1,0,0,1,0,0
YHK,0,0,1,0,1,0,0,1,0,0
YHM,0,0,1,1,0,1,1,0,0,0
YHU,0,1,0,0,0,0,0,0,0,0
YHY,0,0,1,0,1,0,0,1,0,0
YHZ,0,0,1,1,0,1,1,0,0,0
YIB,0,0,0,0,1,0,0,1,1,0
YIO,0,0,1,0,1,0,0,1,0,0
YJN,0,0,0,0,1,0,0,1,1,0
YJT,0,0,0,0,1,0,0,1,1,0
YKA,0,0,0,0,1,0,0,1,1,0
YKF,0,0,0,0,1,0,0,1,1,0
YKL,0,0,0,0,1,0,0,1,1,0
YKY,0,0,0,0,1,0,0,1,1,0
YKZ,0,0,0,0,1,0,0,1,1,0
YLD,0,0,0,0,1,0,0,1,1,0
YLJ,0,0,0,0,1,0,0,1,1,0
YLL,0,0,0,0,1,0,0,1,1,0
YLT,0,0,1,0,1,0,0,1,0,0
YLW,0,0,1,1,0,1,1,0,0,0
YMA,0,0,1,0,1,0,0,1,0,0
YMJ,0,0,0,0,1,0,0,1,1,0
YMM,0,0,0,0,1,0,0,1,1,0
YMO,0,0,0,0,1,0,0,1,1,0
YMW,0,0,0,0,1,0,0,1,1,0
YMX,0,1,1,1,0,1,1,0,0,0
YNA,0,0,0,0,1,0,0,1,1,0
YND,0,0,0,0,1,0,0,1,1,0
YNM,0,0,0,0,1,0,0,1,1,0
YOC,0,0,1,0,1,0,0,1,0,0
YOD,0,0,0,0,1,0,0,1,1,0
YOJ,0,0,0,0,1,0,0,1,1,0
YOW,0,0,1,1,0,1,1,0,0,0
YPA,0,0,0,0,1,0,0,1,1,0
YPE,0,0,0,0,1,0,0,1,1,0
YPG,0,0,0,0,1,0,0,1,1,0
YPL,0,0,0,0,1,0,0,1,1,0
YPN,0,0,0,0,1,0,0,1,1,0
YPQ,0,0,0,0,1,0,0,1,1,0
YPR,0,0,0,0,1,0,0,1,1,0
YPY,0,0,0,0,1,0,0,1,1,0
YQA,0,0,0,0,1,0,0,1,1,0
YQB,0,0,1,1,0,1,1,0,0,0
YQF,0,0,0,0,1,0,0,1,1,0
YQG,0,0,0,0,1,0,0,1,1,0
YQH,0,0,1,0,1,0,0,1,0,0
YQK,0,0,0,0,1,0,0,1,1,0
YQL,0,0,0,0,1,0,0,1,1,0
YQM,0,0,1,1,0,1,1,0,0,0
YQQ,0,0,0,0,1,0,0,1,1,0
YQR,0,0,1,1,0,1,1,0,0,0
YQT,1,0,0,0,0,0,0,0,0,0
YQU,0,0,0,0,1,0,0,1,1,0
YQV,0,0,0,0,1,0,0,1,1,0
YQW,0,0,0,0,1,0,0,1,1,0
YQX,0,0,1,1,0,1,1,0,0,0
YQY,0,0,0,0,1,0,0,1,1,0
YQZ,0,0,0,0,1,0,0,1,1,0
YRB,1,0,1,0,1,0,0,1,0,0
YRI,0,0,0,0,1,0,0,1,1,0
YRJ,0,0,0,0,1,0,0,1,1,0
YRM,0,1,0,0,0,0,0,0,0,0
YRT,0,0,1,0,1,0,0,1,0,0
YSB,0,0,0,0,1,0,0,1,1,0
YSC,0,0,0,0,1,0,0,1,1,0
YSJ,0,0,0,0,1,0,0,1,1,0
YSM,0,0,1,0,1,0,0,1,0,0
YSR,0,0,1,0,1,0,0,1,0,0
YSU,0,0,0,0,1,0,0,1,1,0
YSY,0,0,1,0,1,0,0,1,0,0
YTE,0,0,1,0,1,0,0,1,0,0
YTH,0,0,0,0,1,0,0,1,1,0
YTR,0,0,0,0,1,0,0,1,1,0
YTS,0,0,0,0,1,0,0,1,1,0
YTZ,0,0,1,1,0,1,1,0,0,0
YUB,0,0,1,0,1,0,0,1,0,0
YUL,0,1,1,1,0,1,1,0,0,0
YUT,1,0,1,0,1,0,0,1,0,0
YUX,1,0,1,0,1,0,0,1,0,0
YUY,0,0,0,0,1,0,0,1,1,0
YVC,0,0,0,0,1,0,0,1,1,0
YVG,0,0,0,0,1,0,0,1,1,0
YVM,1,0,1,0,1,0,0,1,0,0
YVO,0,0,0,0,1,0,0,1,1,0
YVP,0,0,0,0,1,0,0,1,1,0
YVQ,0,0,1,0,1,0,0,1,0,0
YVR,0,0,1,1,0,1,1,0,0,0
YVT,0,0,0,0,1,0,0,1,1,0
YVV,0,0,0,0,1,0,0,1,1,0
YWA,0,0,0,0,1,0,0,1,1,0
YWG,0,0,1,1,0,1,1,0,0,0
YWK,0,0,0,0,1,0,0,1,1,0
YWL,0,0,0,0,1,0,0,1,1,0
YWY,0,0,1,0,1,0,0,1,0,0
YXC,0,0,1,1,0,1,1,0,0,0
YXD,0,1,1,1,0,1,1,0,0,0
YXE,0,0,1,1,0,1,1,0,0,0
YXH,0,0,0,0,1,0,0,1,1,0
YXJ,0,0,0,0,1,0,0,1,1,0
YXL,0,0,0,0,1,0,0,1,1,0
YXP,0,0,1,0,1,0,0,1,0,0
YXR,0,0,0,0,1,0,0,1,1,0
YXS,0,0,0,0,1,0,0,1,1,0
YXT,0,0,0,0,1,0,0,1,1,0
YXU,0,0,1,0,0,0,0,0,0,1
YXX,0,0,0,0,1,0,0,1,1,0
YXY,0,0,1,1,1,1,1,1,0,0
YYB,1,0,0,0,0,0,0,0,0,0
YYC,0,0,1,1,0,1,1,0,0,0
YYD,0,0,0,0,1,0,0,1,1,0
YYE,0,0,0,0,1,0,0,1,1,0
YYF,0,0,0,0,1,0,0,1,1,0
YYG,0,0,0,0,1,0,0,1,1,0
YYH,1,0,1,0,1,0,0,1,0,0
YYJ,0,0,1,1,0,1,1,0,0,0
YYL,0,0,0,0,1,0,0,1,1,0
YYN,0,0,0,0,1,0,0,1,1,0
YYQ,0,0,0,0,1,0,0,1,1,0
YYR,1,0,0,0,0,0,0,0,0,0
YYT,0,0,1,1,0,1,1,0,0,0
YYU,0,0,0,0,1,0,0,1,1,0
YYW,0,0,0,0,1,0,0,1,1,0
YYY,0,1,0,0,0,0,0,0,0,0
YYZ,0,0,1,1,0,1,1,0,0,0
YZD,0,0,0,0,1,0,0,1,1,0
YZE,1,0,0,0,0,0,0,0,0,0
YZF,0,0,1,0,1,0,0,1,0,0
YZH,0,0,0,0,1,0,0,1,1,0
YZP,0,0,0,0,1,0,0,1,1,0
YZR,0,0,0,0,1,0,0,1,1,0
YZT,0,0,0,0,1,0,0,1,1,0
YZU,0,0,0,0,1,0,0,1,1,0
YZV,0,0,0,0,1,0,0,1,1,0
YZW,0,0,1,0,1,0,0,1,0,0
YZX,0,0,0,0,1,0,0,1,1,0
ZFA,0,0,1,0,1,0,0,1,0,0
ZFM,0,0,1,0,1,0,0,1,0,0
QLD,1,0,1,0,0,1,1,0,0,1
BUJ,1,0,1,0,0,1,1,0,0,1
BJA,1,0,1,0,0,1,1,0,0,1
ALG,1,0,1,0,0,1,1,0,0,1
DJG,0,0,0,0,1,0,0,1,1,0
VVZ,0,0,0,0,1,0,0,1,1,0
TMR,1,0,0,0,0,0,1,1,0,0
GJL,1,0,1,0,0,1,1,0,0,1
MZW,1,0,1,0,0,1,1,0,0,1
AAE,1,0,1,0,0,1,1,0,0,1
CZL,1,0,1,1,0,1,1,0,0,1
TEE,1,0,1,0,0,1,1,0,0,1
HRM,1,0,1,0,0,1,1,0,0,1
TID,1,0,1,0,0,1,1,0,0,1
TIN,0,0,0,0,1,0,0,1,1,0
CFK,1,0,1,0,0,1,1,0,0,1
TAF,1,0,1,0,0,1,1,0,0,1
TLM,1,0,1,0,0,1,1,0,0,1
ORN,1,0,1,0,0,1,1,0,0,1
BFW,1,0,1,0,0,1,1,0,0,1
MUW,1,0,1,0,0,1,1,0,0,1
AZR,0,0,0,0,1,0,0,1,1,0
BSK,1,0,1,0,0,1,1,0,0,1
ELG,1,0,1,0,0,1,1,0,0,1
GHA,1,0,1,0,0,1,1,0,0,1
HME,1,0,1,0,0,1,1,0,0,1
INZ,0,0,0,0,1,0,0,1,1,0
TGR,1,0,1,0,0,1,1,0,0,1
LOO,1,0,1,0,0,1,1,0,0,1
TMX,0,0,0,0,1,0,0,1,1,0
OGX,1,0,1,0,0,1,1,0,0,1
IAM,0,0,0,0,1,0,0,1,1,0
COO,1,0,0,0,0,0,1,1,0,0
OUA,1,0,0,0,0,0,1,1,0,0
BOY,1,0,0,0,0,0,1,1,0,0
ACC,1,0,1,1,0,1,1,1,0,0
TML,1,0,0,0,0,0,1,1,0,0
NYI,1,0,0,0,0,0,1,1,0,0
TKD,1,0,0,0,0,0,1,1,0,0
ABJ,1,0,0,0,0,0,1,1,0,0
BYK,1,0,0,0,0,0,1,1,0,0
DJO,1,0,0,0,0,0,1,1,0,0
HGO,1,0,0,0,0,0,1,1,0,0
MJC,1,0,0,0,0,0,1,1,0,0
SPY,1,0,0,0,0,0,1,1,0,0
ASK,1,0,0,0,0,0,1,1,0,0
ABV,1,0,1,1,0,1,1,1,0,0
AKR,1,0,0,0,0,0,1,1,0,0
BNI,1,0,0,0,0,0,1,1,0,0
CBQ,1,0,1,1,0,1,1,1,0,0
ENU,1,0,1,1,0,1,1,1,0,0
IBA,1,0,0,0,0,0,1,1,0,0
ILR,1,0,1,1,0,1,1,1,0,0
JOS,1,0,0,0,0,0,1,1,0,0
KAD,1,0,0,0,0,0,1,1,0,0
KAN,1,0,1,1,0,1,1,1,0,0
MIU,1,0,1,1,0,1,1,1,0,0
MDI,1,0,0,0,0,0,1,1,0,0
LOS,1,0,1,1,0,1,1,1,0,0
MXJ,1,0,0,0,0,0,1,1,0,0
PHC,1,0,1,1,0,1,1,1,0,0
SKO,1,0,1,1,0,1,1,1,0,0
YOL,1,0,0,0,0,0,1,1,0,0
ZAR,1,0,0,0,0,0,1,1,0,0
MFQ,1,0,0,0,0,0,1,1,0,0
NIM,1,0,1,1,0,1,1,1,0,0
THZ,1,0,0,0,0,0,1,1,0,0
AJY,1,0,1,1,0,1,1,1,0,0
ZND,1,0,0,0,0,0,1,1,0,0
MIR,1,0,1,1,0,1,1,0,0,1
TUN,1,0,1,1,0,1,1,0,0,1
GAF,1,0,1,1,0,1,1,0,0,1
GAE,1,0,1,1,0,1,1,0,0,1
DJE,1,0,1,1,0,1,1,0,0,1
EBM,1,0,1,0,0,1,1,0,0,1
SFA,1,0,1,1,0,1,1,0,0,1
TOE,1,0,1,1,0,1,1,0,0,1
LRL,1,0,1,1,0,1,1,1,0,0
LFW,1,0,0,0,0,0,1,1,0,0
ANR,0,0,1,1,0,1,1,0,0,0
BRU,0,0,0,1,0,0,0,0,0,0
CRL,0,0,0,1,0,0,0,0,0,0
KJK,0,0,0,0,1,0,0,1,1,0
LGG,0,0,0,0,1,0,0,1,1,0
OST,0,0,1,1,0,1,1,0,0,0
OBL,0,0,0,0,1,0,0,1,1,0
AOC,0,0,0,0,1,0,0,1,1,0
IES,0,0,0,0,1,0,0,1,1,0
REB,0,0,0,0,1,0,0,1,1,0
QXH,0,0,0,0,1,0,0,1,1,0
BBH,0,0,0,0,1,0,0,1,1,0
ZMG,0,0,1,1,0,1,1,0,0,0
CBU,0,0,0,0,1,0,0,1,1,0
SXF,0,0,0,0,0,1,0,0,0,0
DRS,0,0,0,0,1,0,0,1,1,0
ERF,0,0,0,0,1,0,0,1,1,0
FRA,0,0,0,0,1,0,0,1,1,0
FMO,0,0,0,0,1,0,0,1,1,0
HAM,0,0,0,0,1,0,0,1,1,0
THF,0,0,1,1,0,1,1,0,0,0
CGN,0,0,0,0,1,0,0,1,1,0
DUS,0,0,0,0,1,0,0,1,1,0
MUC,0,0,0,0,1,0,0,1,1,0
NUE,0,0,0,0,1,0,0,1,1,0
LEJ,0,0,0,0,1,0,0,1,1,0
SCN,0,0,0,0,1,0,0,1,1,0
STR,0,0,0,0,1,0,0,1,1,0
TXL,0,0,0,0,0,1,0,0,0,0
HAJ,0,0,0,0,1,0,0,1,1,0
BRE,0,0,0,0,1,0,0,1,1,0
QEF,0,0,0,0,1,0,0,1,1,0
HHN,0,0,0,0,1,0,0,1,1,0
MHG,0,0,1,1,0,1,1,0,0,0
EIB,0,0,0,0,1,0,0,1,1,0
SGE,0,0,0,0,1,0,0,1,1,0
XFW,0,0,0,0,1,0,0,1,1,0
KEL,0,0,0,0,1,0,0,1,1,0
LBC,0,0,0,0,1,0,0,1,1,0
ESS,0,0,0,0,1,0,0,1,1,0
BFE,0,0,0,0,1,0,0,1,1,0
MGL,0,0,0,0,1,0,0,1,1,0
PAD,0,0,0,0,1,0,0,1,1,0
DTM,0,0,0,0,1,0,0,1,1,0
AGB,0,0,0,0,1,0,0,1,1,0
OBF,0,0,0,0,1,0,0,1,1,0
RBM,0,0,0,0,1,0,0,1,1,0
FDH,0,0,0,0,1,0,0,1,1,0
SZW,0,0,0,0,1,0,0,1,1,0
BYU,1,0,0,0,0,0,0,0,0,0
URD,0,0,0,0,1,0,0,1,1,0
HOQ,0,0,0,0,1,0,0,1,1,0
ZQW,0,0,0,0,1,0,0,1,1,0
ZQL,0,0,0,0,1,0,0,1,1,0
BWE,0,0,0,0,1,0,0,1,1,0
KSF,0,0,0,0,1,0,0,1,1,0
BRV,0,0,0,0,1,0,0,1,1,0
EME,0,0,0,0,1,0,0,1,1,0
WVN,0,0,0,0,1,0,0,1,1,0
BMK,0,0,0,0,1,0,0,1,1,0
NRD,0,0,0,0,1,0,0,1,1,0
FLF,0,0,0,0,1,0,0,1,1,0
GWT,0,0,0,0,1,0,0,1,1,0
KDL,0,0,0,0,1,0,0,1,1,0
URE,0,0,0,0,1,0,0,1,1,0
EPU,0,0,0,0,1,0,0,1,1,0
TLL,0,0,0,1,0,0,0,0,0,0
TAY,0,0,0,0,1,0,0,1,1,0
ENF,0,0,1,0,1,0,0,1,0,0
KEV,0,0,1,0,1,0,0,1,0,0
HEM,0,0,1,0,1,0,0,1,0,0
HEL,0,0,1,0,1,0,0,1,0,0
HYV,0,0,1,0,1,0,0,1,0,0
KTQ,0,0,1,0,1,0,0,1,0,0
IVL,0,0,1,0,1,0,0,1,0,0
JOE,0,0,1,0,1,0,0,1,0,0
JYV,0,0,1,0,1,0,0,1,0,0
KAU,0,0,1,0,1,0,0,1,0,0
KEM,0,0,1,0,1,0,0,1,0,0
KAJ,0,0,1,0,1,0,0,1,0,0
KHJ,0,0,1,0,1,0,0,1,0,0
KOK,0,0,1,0,1,0,0,1,0,0
KAO,0,0,1,0,1,0,0,1,0,0
KTT,0,0,1,0,1,0,0,1,0,0
KUO,0,0,1,0,1,0,0,1,0,0
QLF,0,0,1,0,1,0,0,1,0,0
LPP,0,0,1,0,1,0,0,1,0,0
MHQ,0,0,1,0,1,0,0,1,0,0
MIK,0,0,1,0,1,0,0,1,0,0
OUL,0,0,1,0,1,0,0,1,0,0
POR,0,0,1,0,1,0,0,1,0,0
RVN,0,0,1,0,1,0,0,1,0,0
SVL,0,0,1,0,1,0,0,1,0,0
SOT,0,0,1,0,1,0,0,1,0,0
TMP,0,0,1,0,1,0,0,1,0,0
TKU,0,0,1,0,1,0,0,1,0,0
UTI,0,0,1,0,1,0,0,1,0,0
VAA,0,0,1,0,1,0,0,1,0,0
VRK,0,0,1,0,1,0,0,1,0,0
YLI,0,0,1,0,1,0,0,1,0,0
BFS,0,0,1,1,0,1,1,0,0,0
ENK,0,0,0,0,1,0,0,1,1,0
BHD,0,0,1,1,0,1,1,0,0,0
LDY,0,0,1,1,0,1,1,0,0,1
BHX,0,0,1,1,0,1,1,0,0,0
CVT,0,0,0,0,1,0,0,1,1,0
GLO,0,0,0,0,1,0,0,1,1,0
GBA,0,0,0,0,1,0,0,1,1,0
MAN,0,0,0,0,1,0,0,1,1,0
NQY,0,0,0,0,1,0,0,1,1,0
LYE,0,0,0,0,1,0,0,1,1,0
YEO,0,0,0,0,1,0,0,1,1,0
HAW,0,0,0,0,1,0,0,1,1,0
CWL,0,0,1,1,0,1,1,0,0,0
SWS,0,0,0,0,1,0,0,1,1,0
BRS,0,0,0,0,1,0,0,1,1,0
LPL,0,0,0,0,1,0,0,1,1,0
LTN,0,0,1,0,0,0,0,0,0,1
PLH,0,0,1,1,0,1,1,0,0,0
BOH,0,0,0,0,1,0,0,1,1,0
SOU,0,0,0,0,1,0,0,1,1,0
QLA,0,0,0,0,1,0,0,1,1,0
ACI,0,0,0,0,1,0,0,1,1,0
GCI,0,0,0,0,1,0,0,1,1,0
JER,0,0,0,0,1,0,0,1,1,0
ESH,0,0,0,0,1,0,0,1,1,0
BQH,0,0,1,0,0,0,0,0,0,1
LGW,0,0,1,0,0,0,0,0,0,1
LCY,0,0,1,1,0,1,1,0,0,1
FAB,0,0,0,0,1,0,0,1,1,0
BBS,0,0,0,0,1,0,0,1,1,0
LHR,0,0,1,0,0,0,0,0,0,1
SEN,0,0,0,0,1,0,0,1,1,0
LYX,0,0,0,0,1,0,0,1,1,0
MSE,0,0,1,1,0,1,1,0,0,0
CAX,0,0,0,0,1,0,0,1,1,0
BLK,0,0,1,1,0,1,1,0,0,0
HUY,0,0,0,0,1,0,0,1,1,0
BWF,1,0,0,0,0,0,0,0,0,0
LBA,0,0,0,0,1,0,0,1,1,0
WRT,0,0,0,0,1,0,0,1,1,0
CEG,0,0,0,0,1,0,0,1,1,0
IOM,0,0,0,0,1,0,0,1,1,0
NCL,0,0,0,0,1,0,0,1,1,0
MME,0,0,0,0,1,0,0,1,1,0
EMA,0,0,0,0,1,0,0,1,1,0
KOI,0,0,0,0,1,0,0,1,1,0
LSI,0,0,0,0,1,0,0,1,1,0
WIC,0,0,0,0,1,0,0,1,1,0
ABZ,0,0,0,0,1,0,0,1,1,0
INV,0,0,0,0,1,0,0,1,1,0
GLA,0,0,1,1,0,1,1,0,0,0
EDI,0,0,0,0,1,0,0,1,1,0
ILY,0,0,0,0,1,0,0,1,1,0
PIK,0,0,0,0,1,0,0,1,1,0
BEB,0,0,0,0,1,0,0,1,1,0
SCS,0,0,1,0,1,0,0,1,0,0
DND,0,0,0,0,1,0,0,1,1,0
SYY,0,0,0,0,1,0,0,1,1,0
TRE,0,0,0,0,1,0,0,1,1,0
ADX,0,0,0,0,1,0,0,1,1,0
LMO,0,0,0,0,1,0,0,1,1,0
CBG,0,0,0,0,1,0,0,1,1,0
NWI,0,0,1,1,0,1,1,0,0,0
STN,0,0,1,0,0,0,0,0,0,1
EXT,0,0,1,1,0,1,1,0,0,0
FZO,0,0,0,0,1,0,0,1,1,0
OXF,0,0,0,0,1,0,0,1,1,0
BEX,0,0,0,0,1,0,0,1,1,0
LKZ,0,0,0,0,1,0,0,1,1,0
MHZ,0,0,0,0,1,0,0,1,1,0
QUY,0,0,0,0,1,0,0,1,1,0
FFD,0,0,0,0,1,0,0,1,1,0
BZZ,0,0,0,0,1,0,0,1,1,0
ODH,0,0,0,0,1,0,0,1,1,0
NHT,0,0,0,0,1,0,0,1,1,0
QCY,0,0,0,0,1,0,0,1,1,0
BEQ,0,0,0,0,1,0,0,1,1,0
SQZ,0,0,0,0,1,0,0,1,1,0
HRT,0,0,0,0,1,0,0,1,1,0
WTN,0,0,0,0,1,0,0,1,1,0
KNF,0,0,0,0,1,0,0,1,1,0
MPN,1,0,1,0,1,0,1,1,1,0
AMS,0,0,0,0,1,0,0,1,1,0
MST,0,0,0,0,1,0,0,1,1,0
EIN,0,0,0,0,1,0,0,1,1,0
GRQ,0,0,0,0,1,0,0,1,1,0
GLZ,0,0,0,0,1,0,0,1,1,0
DHR,0,0,0,0,1,0,0,1,1,0
LEY,0,0,0,0,1,0,0,1,1,0
LWR,0,0,0,0,1,0,0,1,1,0
RTM,0,0,0,0,1,0,0,1,1,0
UTC,0,0,0,0,1,0,0,1,1,0
ENS,0,0,0,0,1,0,0,1,1,0
LID,0,0,0,0,1,0,0,1,1,0
WOE,0,0,0,0,1,0,0,1,1,0
ORK,0,0,0,0,1,0,0,1,1,0
GWY,0,0,0,0,1,0,0,1,1,0
DUB,0,0,0,0,1,0,0,1,1,0
NOC,0,0,0,0,1,0,0,1,1,0
KIR,0,0,0,0,1,0,0,1,1,0
SNN,0,0,0,0,1,0,0,1,1,0
SXL,0,0,0,0,1,0,0,1,1,0
WAT,0,0,0,0,1,0,0,1,1,0
AAR,0,0,0,0,1,0,0,1,1,0
BLL,0,0,0,0,1,0,0,1,1,0
CPH,0,0,0,0,1,0,0,1,1,0
EBJ,0,0,0,0,1,0,0,1,1,0
KRP,0,0,0,0,1,0,0,1,1,0
BYR,0,0,0,0,1,0,0,1,1,0
MRW,0,0,0,0,1,0,0,1,1,0
ODE,0,0,0,0,1,0,0,1,1,0
RKE,0,0,0,0,1,0,0,1,1,0
RNN,0,0,0,0,1,0,0,1,1,0
SGD,0,0,0,0,1,0,0,1,1,0
SKS,0,0,0,0,1,0,0,1,1,0
SQW,0,0,0,0,1,0,0,1,1,0
TED,0,0,0,0,1,0,0,1,1,0
FAE,1,0,1,0,1,0,0,1,0,0
STA,0,0,0,0,1,0,0,1,1,0
AAL,0,0,0,0,1,0,0,1,1,0
LUX,0,0,1,1,0,1,1,0,0,0
AES,0,0,1,0,1,0,0,1,0,0
ANX,0,0,1,0,1,0,0,1,0,0
ALF,0,0,1,0,1,0,0,1,0,0
BNN,0,0,1,0,1,0,0,1,0,0
BOO,0,0,1,0,1,0,0,1,0,0
BGO,0,0,1,0,1,0,0,1,0,0
BJF,0,0,1,0,1,0,0,1,0,0
KRS,0,0,0,0,1,0,0,1,1,0
DLD,0,0,1,0,1,0,0,1,0,0
BDU,0,0,1,0,1,0,0,1,0,0
EVE,0,0,1,0,1,0,0,1,0,0
VDB,0,0,1,0,1,0,0,1,0,0
FRO,0,0,1,0,1,0,0,1,0,0
OSL,0,0,1,0,1,0,0,1,0,0
HAU,0,0,0,0,1,0,0,1,1,0
HAA,0,0,1,0,1,0,0,1,0,0
KSU,0,0,1,0,1,0,0,1,0,0
KKN,0,0,1,0,1,0,0,1,0,0
FAN,0,0,0,0,1,0,0,1,1,0
MOL,0,0,1,0,1,0,0,1,0,0
MJF,0,0,1,0,1,0,0,1,0,0
LKL,0,0,1,0,1,0,0,1,0,0
NTB,0,0,0,0,1,0,0,1,1,0
OLA,0,0,1,0,1,0,0,1,0,0
RRS,0,0,1,0,1,0,0,1,0,0
RYG,0,0,0,0,1,0,0,1,1,0
LYR,0,0,1,0,1,0,0,1,0,0
SKE,0,0,0,0,1,0,0,1,1,0
SRP,0,0,0,0,1,0,0,1,1,0
SSJ,0,0,1,0,1,0,0,1,0,0
TOS,0,0,1,0,1,0,0,1,0,0
TRF,0,0,0,0,1,0,0,1,1,0
TRD,0,0,1,0,1,0,0,1,0,0
SVG,0,0,0,0,1,0,0,1,1,0
GDN,0,0,0,0,1,0,0,1,1,0
KRK,0,0,1,1,0,1,1,0,0,0
KTW,0,0,1,1,0,1,1,0,0,0
POZ,0,0,0,0,1,0,0,1,1,0
RZE,0,0,0,0,1,0,0,1,1,0
SZZ,0,0,0,0,1,0,0,1,1,0
OSP,0,0,0,0,1,0,0,1,1,0
WAW,0,0,0,0,1,0,0,1,1,0
WRO,0,0,0,0,1,0,0,1,1,0
IEG,0,0,0,0,1,0,0,1,1,0
RNB,0,0,0,0,1,0,0,1,1,0
GOT,0,0,0,0,1,0,0,1,1,0
JKG,0,0,0,0,1,0,0,1,1,0
LDK,0,0,0,0,1,0,0,1,1,0
GSE,0,0,1,1,0,1,1,0,0,0
KVB,0,0,0,0,1,0,0,1,1,0
THN,0,0,0,0,1,0,0,1,1,0
KSK,0,0,0,0,1,0,0,1,1,0
MXX,0,0,1,0,1,0,0,1,0,0
NYO,0,0,0,0,1,0,0,1,1,0
KID,0,0,0,0,1,0,0,1,1,0
OSK,0,0,0,0,1,0,0,1,1,0
KLR,0,0,0,0,1,0,0,1,1,0
MMX,0,0,0,0,1,0,0,1,1,0
HAD,0,0,0,0,1,0,0,1,1,0
VXO,0,0,0,0,1,0,0,1,1,0
EVG,0,0,1,0,1,0,0,1,0,0
GEV,0,0,1,0,1,0,0,1,0,0
HUV,0,0,1,0,1,0,0,1,0,0
KRF,0,0,1,0,1,0,0,1,0,0
LYC,0,0,1,0,1,0,0,1,0,0
SDL,0,0,1,0,1,0,0,1,0,0
OER,0,0,1,0,1,0,0,1,0,0
KRN,0,0,1,0,1,0,0,1,0,0
SFT,0,0,1,0,1,0,0,1,0,0
UME,0,0,1,0,1,0,0,1,0,0
VHM,0,0,1,0,1,0,0,1,0,0
AJR,0,0,1,0,1,0,0,1,0,0
ORB,0,0,0,0,1,0,0,1,1,0
VST,0,0,0,0,1,0,0,1,1,0
LLA,0,0,1,0,1,0,0,1,0,0
ARN,0,0,0,0,1,0,0,1,1,0
BMA,0,0,0,0,1,0,0,1,1,0
BLE,0,0,1,0,1,0,0,1,0,0
